,Scientific Name,Vernacular name,Class,Order,Family,Genus,Species,Latitude - original,Longitude - original,Geodetic datum - original,Latitude,Longitude,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IBRA 7 Regions,Collector
267,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
268,Calamanthus fuliginosus,Cocktail,Aves,Passeriformes,Acanthizidae,Calamanthus,Calamanthus fuliginosus,-37.37399,140.97298,WGS84,-37.37399,140.97298,10000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
271,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
272,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
274,AVES,Birds,Aves,,,,,-34.72853,141.62972,WGS84,-34.72853,141.62972,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
275,Neophema (Neonanodes) chrysostoma,Blue-winged Parrot,Aves,Psittaciformes,Psittacidae,Neophema,Neophema chrysostoma,-37.411809999999996,140.97298,WGS84,-37.411809999999996,140.97298,1000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
276,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.674040000000005,141.49534,WGS84,-34.674040000000005,141.49534,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
277,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.997209999999995,140.96681,WGS84,-37.997209999999995,140.96681,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
278,Neophema (Neonanodes) chrysostoma,Blue-winged Parrot,Aves,Psittaciformes,Psittacidae,Neophema,Neophema chrysostoma,-37.37399,140.97298,WGS84,-37.37399,140.97298,10000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
281,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
283,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
284,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03998,141.24701000000002,WGS84,-38.03998,141.24701000000002,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
286,Tringa (Glottis) nebularia,Greenshank,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
288,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.72853,141.62972,WGS84,-34.72853,141.62972,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
289,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99771,140.96657,WGS84,-37.99771,140.96657,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
290,Pseudocheirus peregrinus,Common Ringtail Possum,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus peregrinus,-37.90092,141.00139,WGS84,-37.90092,141.00139,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,LANCASTER M. Melanie | FULLER N. Nicholas
291,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
292,Corcorax melanorhamphos,White-winged Chough,Aves,Passeriformes,Corcoracidae,Corcorax,Corcorax melanorhamphos,-37.37399,140.97298,WGS84,-37.37399,140.97298,10000.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
293,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
294,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.69492,142.27062,WGS84,-34.69492,142.27062,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,MAHER P. Philip
295,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03051,141.00439,WGS84,-38.03051,141.00439,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
296,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99561,140.9682,WGS84,-37.99561,140.9682,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
297,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.69492,142.27062,WGS84,-34.69492,142.27062,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,MAHER P. Philip
299,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
300,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99561,140.9682,WGS84,-37.99561,140.9682,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
301,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.997209999999995,140.96681,WGS84,-37.997209999999995,140.96681,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
303,Thinornis cucullatus,Hooded Plover,Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis cucullatus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
306,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
307,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
308,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
309,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
310,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
311,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.85086,141.95928999999998,WGS84,-35.85086,141.95928999999998,250.0,Australia,Victoria,Hindmarsh (S),Murray Darling Depression,BERGGY J.F. John
312,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
313,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
315,Hypseleotris,Carp Gudgeons,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,GOODMAN A. Abigail
316,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
317,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
318,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
320,Pseudocheirus peregrinus,Common Ringtail Possum,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus peregrinus,-37.83963,140.97411,WGS84,-37.83963,140.97411,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,LANCASTER M. Melanie | FULLER N. Nicholas
321,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
322,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
324,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
326,AVES,Birds,Aves,,,,,-34.86524,142.61481,WGS84,-34.86524,142.61481,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
328,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
329,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79319,140.99295,WGS84,-37.79319,140.99295,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
330,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
331,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
333,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
334,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.25778,142.30401,WGS84,-35.25778,142.30401,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
335,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87245,142.61867,WGS84,-34.87245,142.61867,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
338,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
339,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87209,142.62065,WGS84,-34.87209,142.62065,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
341,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.86524,142.61481,WGS84,-34.86524,142.61481,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
342,Calidris (Erolia) ferruginea,Curlew Sandpiper,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
343,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
344,Haematopus fuliginosus,sooty oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
345,Petroica (Littlera) phoenicea,Flame Robin,Aves,Passeriformes,Petroicidae,Petroica,Petroica phoenicea,-37.66049,140.97226,WGS84,-37.66049,140.97226,10000.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
346,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
347,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,GOODMAN A. Abigail
348,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
349,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87063,142.61908,WGS84,-34.87063,142.61908,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
351,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
352,Thinornis cucullatus,Hooded Plover,Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis cucullatus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
354,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.79319,140.99295,WGS84,-37.79319,140.99295,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
355,Gambusia holbrooki,Gambies,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,GOODMAN A. Abigail
356,Haematopus fuliginosus,sooty oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
357,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03998,141.24701000000002,WGS84,-38.03998,141.24701000000002,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
358,Galaxias oliros,Obscure Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxias,Galaxias oliros,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,GOODMAN A. Abigail
359,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87209,142.62065,WGS84,-34.87209,142.62065,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
360,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
361,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
362,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.25778,142.30401,WGS84,-35.25778,142.30401,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
363,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.86524,142.61481,WGS84,-34.86524,142.61481,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
364,Cormobates leucophaea,White-throated Treecreeper,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,-37.5386,140.96758,WGS84,-37.5386,140.96758,50.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,HAYWOOD B. Bryan
365,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
366,Afurcagobius tamarensis,Tamar Goby,Actinopterygii,Perciformes,Gobiidae,Afurcagobius,Afurcagobius tamarensis,-38.054790000000004,140.9899,WGS84,-38.054790000000004,140.9899,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAMMER M. Michael
367,Cacatua (Cacatua) galerita,Sulphur-crested Cockatoo,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,-37.5386,140.96758,WGS84,-37.5386,140.96758,50.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,HAYWOOD B. Bryan
368,Thinornis cucullatus,Hooded Plover,Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis cucullatus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
369,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-37.5386,140.96758,WGS84,-37.5386,140.96758,50.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,HAYWOOD B. Bryan
370,Pseudogobius olorum,Bluespot Goby,Actinopterygii,Perciformes,Gobiidae,Pseudogobius,Pseudogobius olorum,-38.054790000000004,140.9899,WGS84,-38.054790000000004,140.9899,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAMMER M. Michael
371,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
372,Haematopus fuliginosus,sooty oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
373,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
374,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-37.5386,140.96758,WGS84,-37.5386,140.96758,50.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,HAYWOOD B. Bryan
375,Petroica (Littlera) phoenicea,Flame Robin,Aves,Passeriformes,Petroicidae,Petroica,Petroica phoenicea,-37.69441,140.97246,WGS84,-37.69441,140.97246,1000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,SA ORNITHOLOGICAL ASSOCIATION  SAOA
376,Grus (Mathewsia) rubicunda,Brolga,Aves,Gruiformes,Gruidae,Grus,Grus rubicunda,-37.543479999999995,140.9725,WGS84,-37.543479999999995,140.9725,50.0,Australia,Victoria,Wattle Range (DC),Naracoorte Coastal Plain,STEWART H. Hafiz
